epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,2947.9,0.60416,0.33735,0.91421,0.97515,0.99128,0.98264,0.81917,0.73412,0.32889,0.9877,0.000671301,0.000671301,0.000671301
183,2962.81,0.60354,0.33507,0.91353,0.97768,0.99125,0.98532,0.81869,0.75473,0.33361,0.98996,0.0006658,0.0006658,0.0006658
184,2976.18,0.5874,0.3225,0.9018,0.97233,0.99128,0.98482,0.82059,0.75154,0.33613,0.98801,0.000660299,0.000660299,0.000660299
185,2989.58,0.58766,0.32467,0.90691,0.9748,0.99097,0.98488,0.82148,0.73928,0.32982,0.98418,0.000654798,0.000654798,0.000654798
186,3004.06,0.58699,0.32968,0.90843,0.97213,0.99056,0.98597,0.82306,0.75409,0.33524,0.99433,0.000649297,0.000649297,0.000649297
187,3021,0.58552,0.33102,0.90062,0.97303,0.99128,0.98602,0.82415,0.74194,0.33769,0.97983,0.000643795,0.000643795,0.000643795
188,3037.84,0.5914,0.32964,0.90104,0.9725,0.98837,0.98454,0.81952,0.73939,0.33463,0.98506,0.000638294,0.000638294,0.000638294
189,3054.55,0.58432,0.32182,0.90129,0.97414,0.98547,0.98343,0.81496,0.7547,0.33633,1.00211,0.000632793,0.000632793,0.000632793
190,3071.27,0.58734,0.32337,0.90373,0.97722,0.98837,0.98407,0.8153,0.74367,0.32944,1.00308,0.000627292,0.000627292,0.000627292
191,3087.94,0.58865,0.3223,0.9076,0.97816,0.98547,0.98526,0.822,0.74397,0.33028,0.99405,0.000621791,0.000621791,0.000621791
192,3104.58,0.59368,0.33095,0.90381,0.97476,0.99128,0.98527,0.81953,0.73911,0.3335,0.99354,0.00061629,0.00061629,0.00061629
193,3121.25,0.58692,0.32441,0.90096,0.97117,0.98832,0.98377,0.82396,0.728,0.33056,0.99603,0.000610789,0.000610789,0.000610789
194,3137.9,0.58526,0.32271,0.90177,0.97718,0.99419,0.98551,0.82023,0.73948,0.32615,0.99815,0.000605288,0.000605288,0.000605288
195,3154.48,0.59851,0.3225,0.89555,0.97814,0.9879,0.98236,0.81614,0.75118,0.33667,0.99522,0.000599787,0.000599787,0.000599787
196,3170.18,0.59674,0.33283,0.91147,0.97493,0.98256,0.98308,0.81989,0.74091,0.33083,0.98902,0.000594286,0.000594286,0.000594286
197,3183.47,0.58782,0.32006,0.89403,0.97721,0.99128,0.98083,0.81285,0.74993,0.32881,0.99307,0.000588784,0.000588784,0.000588784
198,3196.89,0.57778,0.32503,0.90619,0.9775,0.99128,0.98379,0.81982,0.74013,0.32945,0.99732,0.000583283,0.000583283,0.000583283
199,3211.93,0.57932,0.31964,0.90282,0.9815,0.99031,0.98523,0.81974,0.74123,0.32792,0.98361,0.000577782,0.000577782,0.000577782
200,3228.82,0.5806,0.32339,0.89648,0.9738,0.99128,0.98419,0.82174,0.75026,0.32634,0.98964,0.000572281,0.000572281,0.000572281
201,3245.57,0.56962,0.3179,0.89869,0.97843,0.99128,0.98341,0.82195,0.74505,0.32629,1.00341,0.00056678,0.00056678,0.00056678
202,3262.24,0.57371,0.32277,0.89955,0.97473,0.98547,0.98423,0.82344,0.75333,0.32197,1.00638,0.000561279,0.000561279,0.000561279
203,3278.88,0.58669,0.3231,0.89987,0.98424,0.97847,0.98561,0.82278,0.74539,0.32923,0.99301,0.000555778,0.000555778,0.000555778
204,3295.51,0.57228,0.31731,0.90008,0.98431,0.98547,0.98532,0.82575,0.73328,0.3189,0.98985,0.000550277,0.000550277,0.000550277
205,3312.14,0.56865,0.31401,0.89691,0.97587,0.99106,0.98464,0.81722,0.7501,0.3243,1.00131,0.000544776,0.000544776,0.000544776
206,3328.77,0.56188,0.31189,0.89109,0.97863,0.98573,0.986,0.82691,0.73966,0.32377,0.99734,0.000539275,0.000539275,0.000539275
207,3345.34,0.57191,0.31146,0.89882,0.97482,0.99076,0.98544,0.8255,0.74693,0.32013,1.00156,0.000533773,0.000533773,0.000533773
208,3361.37,0.56879,0.31205,0.89706,0.97836,0.98547,0.98415,0.82614,0.74773,0.32297,0.99962,0.000528272,0.000528272,0.000528272
209,3374.7,0.57786,0.32191,0.89341,0.97555,0.98774,0.98015,0.82577,0.74553,0.32663,0.99578,0.000522771,0.000522771,0.000522771
210,3388.09,0.56879,0.32067,0.90052,0.97791,0.98256,0.98361,0.82609,0.73407,0.33005,0.99821,0.00051727,0.00051727,0.00051727
211,3402.45,0.56652,0.31773,0.9012,0.97539,0.98236,0.98515,0.8222,0.74171,0.33313,0.9971,0.000511769,0.000511769,0.000511769
212,3419.31,0.55294,0.30758,0.90453,0.9723,0.99027,0.98185,0.81507,0.75608,0.33196,1.01029,0.000506268,0.000506268,0.000506268
213,3436.05,0.56903,0.3202,0.90026,0.98152,0.98793,0.98579,0.82198,0.7421,0.32293,1.01113,0.000500767,0.000500767,0.000500767
214,3452.77,0.55799,0.3104,0.89063,0.97867,0.99055,0.98621,0.82517,0.7439,0.32286,1.00497,0.000495266,0.000495266,0.000495266
215,3469.44,0.55572,0.30944,0.89307,0.97536,0.99089,0.98347,0.82653,0.74091,0.32415,1.00154,0.000489765,0.000489765,0.000489765
216,3486.09,0.56747,0.30487,0.89723,0.97879,0.98199,0.984,0.8201,0.7472,0.3222,0.99745,0.000484263,0.000484263,0.000484263
217,3502.68,0.56046,0.31088,0.89198,0.97235,0.99417,0.98441,0.82504,0.75124,0.31892,1.00292,0.000478762,0.000478762,0.000478762
218,3519.29,0.56734,0.30766,0.89751,0.97179,0.99419,0.98371,0.82579,0.75057,0.31877,1.00124,0.000473261,0.000473261,0.000473261
219,3535.89,0.55839,0.3098,0.90211,0.98182,0.9852,0.98381,0.82443,0.74468,0.32344,0.99648,0.00046776,0.00046776,0.00046776
220,3552.48,0.5595,0.31013,0.89338,0.97802,0.98796,0.98473,0.82648,0.74609,0.32013,1.00568,0.000462259,0.000462259,0.000462259
221,3569.04,0.53882,0.2971,0.88508,0.97867,0.98547,0.98406,0.81795,0.75634,0.32563,1.00689,0.000456758,0.000456758,0.000456758
222,3584.75,0.56266,0.30837,0.89023,0.98106,0.98506,0.98538,0.81839,0.74526,0.32329,1.00194,0.000451257,0.000451257,0.000451257
223,3598.05,0.53922,0.30129,0.88603,0.98101,0.98547,0.98642,0.81996,0.74527,0.32444,1.00332,0.000445756,0.000445756,0.000445756
224,3611.43,0.55797,0.3077,0.8868,0.98069,0.98547,0.98527,0.82325,0.75754,0.32077,1.00408,0.000440255,0.000440255,0.000440255
225,3626.44,0.55323,0.31082,0.88954,0.97538,0.98175,0.98498,0.82392,0.75248,0.3283,1.00544,0.000434754,0.000434754,0.000434754
226,3643.33,0.56055,0.30681,0.88683,0.97275,0.98464,0.98185,0.82307,0.74332,0.32647,1.00936,0.000429253,0.000429253,0.000429253
227,3660.14,0.55468,0.30796,0.88964,0.97861,0.99121,0.9856,0.82362,0.74598,0.32235,1.00846,0.000423751,0.000423751,0.000423751
228,3676.88,0.54227,0.29952,0.891,0.97556,0.9849,0.98406,0.823,0.74557,0.3251,1.00576,0.00041825,0.00041825,0.00041825
229,3693.57,0.53939,0.30226,0.88377,0.97259,0.98767,0.98157,0.81444,0.75436,0.32055,1.0123,0.000412749,0.000412749,0.000412749
230,3710.3,0.54698,0.30171,0.88423,0.97784,0.98519,0.98491,0.81893,0.75365,0.32392,1.0166,0.000407248,0.000407248,0.000407248
231,3726.94,0.53149,0.29464,0.8866,0.97781,0.98764,0.98576,0.81746,0.75932,0.32606,1.01465,0.000401747,0.000401747,0.000401747
232,3743.6,0.53669,0.2923,0.88447,0.97652,0.98547,0.986,0.81871,0.74125,0.3198,0.99724,0.000396246,0.000396246,0.000396246
233,3760.23,0.54809,0.3013,0.88329,0.98177,0.98256,0.986,0.82033,0.74201,0.33023,0.9982,0.000390745,0.000390745,0.000390745
234,3774.75,0.53603,0.29519,0.88013,0.98039,0.98669,0.98608,0.81917,0.75313,0.32578,1.00417,0.000385244,0.000385244,0.000385244
235,3788.13,0.54081,0.29893,0.88843,0.98143,0.98783,0.98557,0.82152,0.75331,0.31674,1.01397,0.000379743,0.000379743,0.000379743
236,3801.52,0.5465,0.30682,0.89254,0.98491,0.97674,0.98623,0.82134,0.74111,0.32508,0.99786,0.000374242,0.000374242,0.000374242
237,3816.71,0.5492,0.30271,0.8861,0.98109,0.98547,0.98591,0.81971,0.75467,0.32085,1.01176,0.00036874,0.00036874,0.00036874
238,3833.62,0.55042,0.29668,0.885,0.97972,0.98547,0.98448,0.82011,0.75316,0.32458,1.01192,0.000363239,0.000363239,0.000363239
239,3850.35,0.55313,0.3047,0.89338,0.97177,0.98717,0.98313,0.8149,0.75093,0.32171,1.01224,0.000357738,0.000357738,0.000357738
240,3867.09,0.53609,0.29653,0.88728,0.97548,0.98256,0.98533,0.82533,0.7412,0.32138,1.00031,0.000352237,0.000352237,0.000352237
241,3883.76,0.53312,0.29763,0.88608,0.9816,0.98535,0.9862,0.81994,0.74915,0.31801,1.00735,0.000346736,0.000346736,0.000346736
242,3900.43,0.53737,0.29214,0.88142,0.98251,0.98547,0.98508,0.8219,0.74937,0.31639,1.01151,0.000341235,0.000341235,0.000341235
243,3917.08,0.52577,0.29309,0.88512,0.98454,0.98185,0.98493,0.81868,0.74958,0.3196,1.00873,0.000335734,0.000335734,0.000335734
244,3933.73,0.5318,0.29372,0.88128,0.98106,0.98256,0.98538,0.81645,0.76041,0.3215,1.01383,0.000330233,0.000330233,0.000330233
245,3950.39,0.54616,0.29678,0.88417,0.98141,0.9811,0.98563,0.82053,0.75961,0.32234,1.02405,0.000324732,0.000324732,0.000324732
246,3967.03,0.52753,0.29374,0.88952,0.97769,0.98256,0.98422,0.82004,0.75876,0.3241,1.0158,0.000319231,0.000319231,0.000319231
247,3980.99,0.53063,0.29416,0.8828,0.97791,0.98482,0.98483,0.81923,0.75603,0.32479,1.01126,0.000313729,0.000313729,0.000313729
248,3994.33,0.53762,0.29535,0.88268,0.97707,0.98212,0.98404,0.81844,0.76126,0.32394,1.02029,0.000308228,0.000308228,0.000308228
249,4007.73,0.52893,0.28844,0.87951,0.97736,0.98772,0.98346,0.81558,0.75889,0.32206,1.01894,0.000302727,0.000302727,0.000302727
250,4024.65,0.52051,0.28875,0.88239,0.97779,0.9842,0.98269,0.82191,0.75094,0.32181,1.01301,0.000297226,0.000297226,0.000297226
251,4041.51,0.52214,0.28597,0.88072,0.97841,0.98256,0.98445,0.81963,0.75511,0.32236,1.01789,0.000291725,0.000291725,0.000291725
252,4058.26,0.52273,0.28791,0.8744,0.97764,0.9851,0.98377,0.82499,0.74652,0.3251,1.01446,0.000286224,0.000286224,0.000286224
253,4074.92,0.5371,0.29845,0.88518,0.98082,0.98519,0.98481,0.81981,0.75444,0.32382,1.01866,0.000280723,0.000280723,0.000280723
254,4091.59,0.51678,0.28475,0.87944,0.97127,0.98837,0.98312,0.82153,0.76047,0.32554,1.0195,0.000275222,0.000275222,0.000275222
255,4108.24,0.51686,0.2848,0.87565,0.97824,0.98168,0.98337,0.81948,0.75345,0.32816,1.00455,0.000269721,0.000269721,0.000269721
256,4124.84,0.52282,0.28646,0.87597,0.9693,0.99022,0.98623,0.82533,0.75616,0.31787,1.01252,0.00026422,0.00026422,0.00026422
257,4141.43,0.50186,0.27875,0.87552,0.98014,0.98256,0.98539,0.82005,0.75844,0.32167,1.0183,0.000258718,0.000258718,0.000258718
258,4158.03,0.50895,0.28185,0.87004,0.98093,0.98256,0.98418,0.82144,0.75925,0.3277,1.01921,0.000253217,0.000253217,0.000253217
259,4172.95,0.5102,0.28236,0.87739,0.97285,0.99089,0.98271,0.82157,0.76189,0.32731,1.01762,0.000247716,0.000247716,0.000247716
260,4186.3,0.51783,0.28744,0.87432,0.9767,0.98454,0.9827,0.82387,0.75679,0.32431,1.01663,0.000242215,0.000242215,0.000242215
261,4199.71,0.51122,0.28149,0.86728,0.98058,0.98206,0.98485,0.82471,0.76018,0.32666,1.01707,0.000236714,0.000236714,0.000236714
262,4214.69,0.52,0.28961,0.87323,0.97642,0.98837,0.98525,0.82459,0.75211,0.32024,1.01581,0.000231213,0.000231213,0.000231213
263,4231.56,0.50807,0.27814,0.87257,0.97646,0.988,0.98531,0.82161,0.75551,0.3232,1.02004,0.000225712,0.000225712,0.000225712
264,4248.35,0.49413,0.27398,0.86588,0.97754,0.99095,0.98538,0.81967,0.76421,0.32291,1.02584,0.000220211,0.000220211,0.000220211
265,4265.06,0.51936,0.28287,0.87404,0.97807,0.99109,0.98525,0.82288,0.75477,0.32036,1.02764,0.00021471,0.00021471,0.00021471
