epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,2786.58,0.55752,0.30599,0.89584,0.98306,0.98256,0.98651,0.82434,0.74976,0.32191,0.9948,0.000173451,0.000173451,0.000173451
183,2803.49,0.55695,0.3032,0.89567,0.98042,0.98256,0.98567,0.81738,0.74751,0.32111,0.99395,0.0001652,0.0001652,0.0001652
184,2820.36,0.5437,0.29478,0.88434,0.98128,0.98216,0.98294,0.81669,0.75058,0.32453,0.99811,0.000156948,0.000156948,0.000156948
185,2837.19,0.54019,0.29788,0.88655,0.98092,0.97965,0.9877,0.82038,0.74787,0.3249,0.99766,0.000148696,0.000148696,0.000148696
186,2854.14,0.53729,0.29921,0.88789,0.98433,0.98142,0.98648,0.82256,0.74338,0.32996,0.99377,0.000140445,0.000140445,0.000140445
187,2871.03,0.54286,0.29939,0.88493,0.98426,0.98123,0.98669,0.82229,0.74686,0.32426,0.98913,0.000132193,0.000132193,0.000132193
188,2887.81,0.54534,0.30117,0.8842,0.98047,0.98547,0.98601,0.82333,0.73977,0.32137,0.98693,0.000123941,0.000123941,0.000123941
189,2904.53,0.53875,0.29356,0.8855,0.98134,0.98547,0.9863,0.8228,0.73604,0.31916,0.98927,0.00011569,0.00011569,0.00011569
190,2921.28,0.54682,0.29636,0.88638,0.97999,0.98547,0.98745,0.82397,0.73738,0.31922,0.99287,0.000107438,0.000107438,0.000107438
191,2939.05,0.50862,0.26298,0.86704,0.98075,0.98547,0.98617,0.81981,0.74121,0.32191,0.98827,9.91865e-05,9.91865e-05,9.91865e-05
192,2955.65,0.49885,0.25802,0.85593,0.98142,0.98255,0.98536,0.81776,0.74368,0.32568,0.98766,9.09349e-05,9.09349e-05,9.09349e-05
193,2972.23,0.49694,0.25556,0.86063,0.9814,0.98402,0.98603,0.81927,0.73983,0.32293,0.9894,8.26832e-05,8.26832e-05,8.26832e-05
194,2988.75,0.49769,0.25438,0.85905,0.98098,0.97965,0.98539,0.81863,0.74297,0.32509,0.98816,7.44316e-05,7.44316e-05,7.44316e-05
195,3005.26,0.49379,0.2541,0.85489,0.97985,0.97965,0.98554,0.82146,0.7383,0.32384,0.98859,6.61799e-05,6.61799e-05,6.61799e-05
196,3019.9,0.49056,0.25002,0.85568,0.98442,0.98252,0.98519,0.8212,0.73804,0.32441,0.99056,5.79283e-05,5.79283e-05,5.79283e-05
197,3033.17,0.47923,0.24851,0.85539,0.98162,0.98375,0.98556,0.82173,0.7338,0.32005,0.98788,4.96766e-05,4.96766e-05,4.96766e-05
198,3046.49,0.48688,0.25025,0.85261,0.98438,0.98494,0.98521,0.82367,0.73806,0.32114,0.99032,4.1425e-05,4.1425e-05,4.1425e-05
199,3061.55,0.48932,0.2489,0.85685,0.98444,0.98484,0.98519,0.82138,0.74059,0.3203,0.9895,3.31733e-05,3.31733e-05,3.31733e-05
200,3078.32,0.48582,0.2475,0.85307,0.98453,0.9849,0.98564,0.82372,0.73603,0.32023,0.98858,2.49217e-05,2.49217e-05,2.49217e-05
